ChargingStation;Unit;Value;MinLevelValue;MaxLevelValue;StartHour;EndHour
OER-00099;kWh;0.35;0;NA;NA;NA
OER-00099;min;0;0;30;NA;NA
OER-00099;min;0.25;30;NA;NA;NA
OER-00100;charge;0.3;0;NA;NA;NA
OER-00100;kWh;0.04;0;NA;NA;NA
OER-00101;charge;0.3;0;NA;NA;NA
OER-00101;kWh;0.04;0;NA;NA;NA
OER-00102;charge;0.3;0;NA;NA;NA
OER-00102;kWh;0.04;0;NA;NA;NA
OER-00103;charge;0.3;0;NA;NA;NA
OER-00103;kWh;0.04;0;NA;NA;NA
OER-00104;charge;0.3;0;NA;NA;NA
OER-00104;kWh;0.04;0;NA;NA;NA
OER-00105;charge;0.3;0;NA;NA;NA
OER-00105;kWh;0.04;0;NA;NA;NA
OER-00106;charge;0.3;0;NA;NA;NA
OER-00106;kWh;0.04;0;NA;NA;NA
OER-00107;charge;0.3;0;NA;NA;NA
OER-00107;kWh;0.04;0;NA;NA;NA
OER-00108;charge;0.3;0;NA;NA;NA
OER-00108;kWh;0.04;0;NA;NA;NA
OER-00109;charge;0.3;0;NA;NA;NA
OER-00109;kWh;0.04;0;NA;NA;NA
OER-00110;charge;0.3;0;NA;NA;NA
OER-00110;kWh;0.04;0;NA;NA;NA
OER-00111;charge;0.3;0;NA;NA;NA
OER-00111;kWh;0.04;0;NA;NA;NA
OER-00113;charge;0.3;0;NA;NA;NA
OER-00113;kWh;0.04;0;NA;NA;NA
OER-00114;charge;0.3;0;NA;NA;NA
OER-00114;kWh;0.04;0;NA;NA;NA
OER-00115;charge;0.3;0;NA;NA;NA
OER-00115;kWh;0.04;0;NA;NA;NA
OER-00116;charge;0.3;0;NA;NA;NA
OER-00116;kWh;0.04;0;NA;NA;NA
OER-00117;charge;0.2964;0;NA;NA;NA
OER-00117;min;0.105;0;NA;NA;NA
OER-00118;charge;0.297;0;NA;NA;NA
OER-00118;min;0.06;0;NA;NA;NA
OER-00120;charge;0.2964;0;NA;NA;NA
OER-00120;min;0.035;0;NA;NA;NA
OER-00123;charge;0.297;0;NA;NA;NA
OER-00123;min;0.03;0;NA;NA;NA
OER-00124;charge;0.297;0;NA;NA;NA
OER-00124;min;0.03;0;NA;NA;NA
OER-90013;min;0.02;0;NA;NA;NA
OFR-90002;min;0.034;0;NA;NA;NA
OHP-00001;charge;0.2964;0;NA;NA;NA
OHP-00001;kWh;0.07;0;NA;NA;NA
OHP-00003;charge;0.3;0;NA;NA;NA
OHP-00003;min;0.13;0;NA;NA;NA
OHP-00004;charge;0.3;0;NA;NA;NA
OHP-00004;min;0.02;0;NA;NA;NA
OHP-90002;min;0.02;0;NA;NA;NA
OLH-00003;min;0.08;0;NA;NA;NA
OLH-90001;min;0.025;0;NA;NA;NA
OLR-00001;charge;0.3;0;NA;NA;NA
OLR-00001;min;0.03;0;NA;NA;NA
OLR-90002;min;0.02;0;NA;NA;NA
ORM-00002;charge;0.2964;0;NA;NA;NA
ORM-00002;min;0.1;0;NA;NA;NA
ORM-00003;charge;0.297;0;NA;NA;NA
ORM-00003;kWh;0.07;0;NA;NA;NA
ORM-00003;min;0.09;0;NA;NA;NA
ORM-90001;min;0.031;0;NA;NA;NA
ORQ-00002;min;0.1;0;NA;NA;NA
OVR-00002;min;0.05;0;NA;NA;NA
OVR-00003;min;0.05;0;NA;NA;NA
OVR-00004;charge;0.2964;0;NA;NA;NA
OVR-00004;min;0.03;0;NA;NA;NA
OVR-00005;charge;0.297;0;NA;NA;NA
OVR-00005;min;0.08;0;NA;NA;NA
OVR-00006;charge;0.297;0;NA;NA;NA
OVR-00006;min;0.02;0;NA;NA;NA
OVR-00007;charge;0.3;0;NA;NA;NA
OVR-00007;min;0.035;0;NA;NA;NA
OVR-00008;charge;0.3;0;NA;NA;NA
OVR-00008;min;0.1;0;NA;NA;NA
OVR-00009;min;0.02;0;NA;NA;NA
OVR-00010;min;0.02;0;NA;NA;NA
OVR-00011;charge;0.3;0;NA;NA;NA
OVR-00011;min;0.04;0;NA;NA;NA
OVR-00012;charge;0.3;0;NA;NA;NA
OVR-00012;min;0.1;0;NA;NA;NA
OVR-90001;min;0.02;0;NA;NA;NA
PAGESP-00001;min;0;0;NA;NA;NA
PAGESP-00002;min;0;0;NA;NA;NA
PAGESP-00003;min;0;0;NA;NA;NA
PBL-00001;charge;0.2964;0;NA;NA;NA
PBL-00001;min;0.105;0;NA;NA;NA
PBL-00004;charge;0.2964;0;NA;NA;NA
PBL-00004;min;0.105;0;NA;NA;NA
PBL-00008;charge;0.7;0;NA;NA;NA
PBL-00008;kWh;0.04;0;NA;NA;NA
PBL-00008;min;0.04;0;NA;NA;NA
PBL-90003;min;0.029;0;NA;NA;NA
PCR-90001;min;0.015;0;NA;NA;NA
PCT-90001;min;0.025;0;NA;NA;NA
PCV-90001;min;0.031;0;NA;NA;NA
PDL-00001;charge;0.2964;0;NA;NA;NA
PDL-00001;min;0.075;0;NA;NA;NA
PDL-00002;charge;0.2964;0;NA;NA;NA
PDL-00002;min;0.0735;0;NA;NA;NA
PDL-00003;charge;0.2964;0;NA;NA;NA
PDL-00003;min;0.075;0;NA;NA;NA
PDL-00004;charge;0.2964;0;NA;NA;NA
PDL-00004;min;0.0735;0;NA;NA;NA
PDL-00005;charge;0.1657;0;NA;NA;NA
PDL-00005;kWh;0.075;0;NA;NA;NA
PDL-00006;charge;0.2964;0;NA;NA;NA
PDL-00006;min;0.0245;0;NA;NA;NA
PDL-00007;charge;0.1657;0;NA;NA;NA
PDL-00007;min;0.03;0;NA;NA;NA
PDL-00008;charge;0.297;0;NA;NA;NA
PDL-00008;min;0.035;0;NA;NA;NA
PFR-00002;min;0.02;0;NA;NA;NA
PFR-00003;charge;0.2964;0;NA;NA;NA
PFR-00003;min;0.105;0;NA;NA;NA
PFR-00004;charge;0.2964;0;NA;NA;NA
PFR-00004;min;0.035;0;NA;NA;NA
PFR-00005;charge;0.2964;0;NA;NA;NA
PFR-00005;min;0.015;0;NA;NA;NA
PFR-90001;min;0.02;0;NA;NA;NA
PGR-90001;min;0.02;0;NA;NA;NA
PLM-00002;charge;0.2964;0;NA;NA;NA
PLM-00002;min;0.105;0;NA;NA;NA
PLM-00004;charge;0.2964;0;NA;NA;NA
PLM-00004;min;0.015;0;NA;NA;NA
PLM-00005;charge;0.297;0;NA;NA;NA
PLM-00005;min;0.1;0;NA;NA;NA
PLM-00006;charge;0.3;0;NA;NA;NA
PLM-00006;min;0.1;0;NA;NA;NA
PLM-00007;charge;0.3;0;NA;NA;NA
PLM-00007;min;0.035;0;NA;NA;NA
PLM-00008;charge;0.2964;0;NA;NA;NA
PLM-00008;min;0.015;0;270;NA;NA
PLM-00008;min;0.035;270;NA;NA;NA
PLM-00009;charge;0.2964;0;NA;NA;NA
PLM-00009;min;0.015;0;270;NA;NA
PLM-00009;min;0.035;270;NA;NA;NA
PLM-00010;charge;0.2964;0;NA;NA;NA
PLM-00010;kWh;0.08;0;NA;NA;NA
PLM-00010;min;0.015;0;NA;NA;NA
PLM-00011;charge;0.297;0;NA;NA;NA
PLM-00011;min;0.06;0;NA;NA;NA
PLM-90001;min;0.031;0;NA;NA;NA
PMS-00002;charge;0.2964;0;NA;NA;NA
PMS-00002;min;0.07;0;NA;NA;NA
PMS-00003;charge;0.3;0;NA;NA;NA
PMS-00003;min;0.025;0;NA;NA;NA
PMS-90001;min;0.031;0;NA;NA;NA
PMZ-00003;charge;0.3;0;NA;NA;NA
PMZ-00003;min;0.04;0;NA;NA;NA
PMZ-00004;min;0;0;NA;NA;NA
PNC-90001;min;0.02;0;NA;NA;NA
PND-90001;min;0.031;0;NA;NA;NA
PNF-00005;charge;0.2964;0;NA;NA;NA
PNF-00005;min;0.015;0;NA;NA;NA
PNF-00006;min;0.035;0;NA;NA;NA
PNF-00007;min;0.02;0;NA;NA;NA
PNF-00008;min;0.02;0;NA;NA;NA
PNF-00009;charge;0.2964;0;NA;NA;NA
PNF-00009;min;0.105;0;NA;NA;NA
PNF-00010;charge;0.2964;0;NA;NA;NA
PNF-00010;min;0.09;0;NA;NA;NA
PNF-00011;charge;0.297;0;NA;NA;NA
PNF-00011;kWh;0.1;0;NA;NA;NA
PNF-00011;min;0.15;0;NA;NA;NA
PNF-00012;charge;0.297;0;NA;NA;NA
PNF-00012;kWh;0.1;0;NA;NA;NA
PNF-00012;min;0.15;0;NA;NA;NA
PNF-00013;charge;0.2964;0;NA;NA;NA
PNF-00013;min;0.015;0;NA;NA;NA
PNF-00014;charge;0.297;0;NA;NA;NA
PNF-00014;kWh;0.08;0;NA;NA;NA
PNF-00014;min;0.11;0;NA;NA;NA
PNF-00015;charge;0.297;0;NA;NA;NA
PNF-00015;kWh;0.08;0;NA;NA;NA
PNF-00015;min;0.11;0;NA;NA;NA
PNF-90004;min;0.029;0;NA;NA;NA
PNH-90001;min;0.02;0;NA;NA;NA
PNI-00001;charge;0.3;0;NA;NA;NA
PNI-00001;min;0.03;0;NA;NA;NA
PNI-00003;charge;0.2964;0;NA;NA;NA
PNI-00003;min;0.035;0;NA;NA;NA
PNI-00004;charge;0.2964;0;NA;NA;NA
PNI-00004;min;0.035;0;NA;NA;NA
PNI-00005;charge;0.2964;0;NA;NA;NA
PNI-00005;min;0.035;0;NA;NA;NA
PNI-00006;charge;0.2964;0;NA;NA;NA
PNI-00006;min;0.035;0;NA;NA;NA
PNI-00007;charge;0.2964;0;NA;NA;NA
PNI-00007;min;0.035;0;NA;NA;NA
PNI-00008;charge;0.2964;0;NA;NA;NA
PNI-00008;min;0.035;0;NA;NA;NA
PNI-90002;min;0.02;0;NA;NA;NA
PNL-00002;charge;0.297;0;NA;NA;NA
PNL-00002;min;0.1;0;NA;NA;NA
PNL-90001;min;0.031;0;NA;NA;NA
PNV-00002;charge;0.297;0;NA;NA;NA
PNV-00002;min;0.03;0;NA;NA;NA
PNV-90001;min;0.02;0;NA;NA;NA
PPS-90001;min;0.02;0;NA;NA;NA
PRD-00001;min;0;0;NA;NA;NA
PRD-00005;min;0.03;0;NA;NA;NA
PRD-00006;min;0.02;0;NA;NA;NA
PRD-00007;charge;0.3;0;NA;NA;NA
PRD-00007;min;0.09;0;NA;NA;NA
PRD-00009;charge;0.297;0;NA;NA;NA
PRD-00009;kWh;0.07;0;NA;NA;NA
PRD-00009;min;0.09;0;NA;NA;NA
PRD-90002;min;0.02;0;NA;NA;NA
PRG-90001;min;0.02;0;NA;NA;NA
PRL-90001;min;0.031;0;NA;NA;NA
PRS-90001;min;0.02;0;NA;NA;NA
PRT-00001;charge;0.2964;0;NA;NA;NA
PRT-00001;min;0.049;0;NA;NA;NA
PRT-00013;charge;0.2964;0;NA;NA;NA
PRT-00013;min;0.1;0;NA;NA;NA
PRT-00014;charge;0.2964;0;NA;NA;NA
PRT-00014;min;0.1;0;NA;NA;NA
PRT-00015;charge;0.2964;0;NA;NA;NA
PRT-00015;min;0.1;0;NA;NA;NA
PRT-00019;charge;0.2964;0;NA;NA;NA
PRT-00019;min;0.105;0;NA;NA;NA
PRT-00020;min;0.1;0;NA;NA;NA
PRT-00021;charge;0.3;0;NA;NA;NA
PRT-00021;min;0.02;0;NA;NA;NA
PRT-00022;charge;0.3;0;NA;NA;NA
PRT-00022;min;0.035;0;NA;NA;NA
PRT-00024;charge;0.3;0;NA;NA;NA
PRT-00024;min;0.035;0;NA;NA;NA
PRT-00025;charge;0.3;0;NA;NA;NA
PRT-00025;min;0.035;0;NA;NA;NA
PRT-00028;charge;0.297;0;NA;NA;NA
PRT-00028;kWh;0.06;0;NA;NA;NA
PRT-00028;min;0.01;0;NA;NA;NA
PRT-00029;charge;0.297;0;NA;NA;NA
PRT-00029;kWh;0.06;0;NA;NA;NA
PRT-00029;min;0.01;0;NA;NA;NA
PRT-00030;min;0.1;0;NA;NA;NA
PRT-00031;charge;0.297;0;NA;NA;NA
PRT-00031;kWh;0.06;0;NA;NA;NA
PRT-00031;min;0.01;0;NA;NA;NA
PRT-00032;charge;0.297;0;NA;NA;NA
PRT-00032;kWh;0.06;0;NA;NA;NA
PRT-00032;min;0.01;0;NA;NA;NA
PRT-00033;charge;0.297;0;NA;NA;NA
PRT-00033;kWh;0.06;0;NA;NA;NA
PRT-00033;min;0.01;0;NA;NA;NA
PRT-00034;charge;0.297;0;NA;NA;NA
PRT-00034;kWh;0.06;0;NA;NA;NA
PRT-00034;min;0.01;0;NA;NA;NA
PRT-00036;charge;0.2964;0;NA;NA;NA
PRT-00036;min;0.1;0;NA;NA;NA
PRT-00038;charge;0.297;0;NA;NA;NA
PRT-00038;min;0.03;0;NA;NA;NA
PRT-00039;charge;0.297;0;NA;NA;NA
PRT-00039;min;0.03;0;NA;NA;NA
PRT-00040;charge;0.297;0;NA;NA;NA
PRT-00040;min;0.03;0;NA;NA;NA
PRT-00041;charge;0.297;0;NA;NA;NA
PRT-00041;min;0.03;0;NA;NA;NA
PRT-00042;charge;0.297;0;NA;NA;NA
PRT-00042;min;0.03;0;NA;NA;NA
PRT-00043;charge;0.297;0;NA;NA;NA
PRT-00043;min;0.03;0;NA;NA;NA
PRT-00044;charge;0.297;0;NA;NA;NA
PRT-00044;min;0.03;0;NA;NA;NA
PRT-00045;charge;0.297;0;NA;NA;NA
PRT-00045;min;0.03;0;NA;NA;NA
PRT-00046;charge;0.297;0;NA;NA;NA
PRT-00046;min;0.03;0;NA;NA;NA
PRT-00047;charge;0.2964;0;NA;NA;NA
PRT-00047;min;0.02;0;NA;NA;NA
PRT-00048;charge;0.2964;0;NA;NA;NA
PRT-00048;min;0.1;0;NA;NA;NA
PRT-00049;min;0.08;0;NA;NA;NA
PRT-00050;min;0.08;0;NA;NA;NA
PRT-00051;charge;0.3;0;NA;NA;NA
PRT-00051;min;0.1;0;NA;NA;NA
PRT-00052;charge;0.3;0;NA;NA;NA
PRT-00052;min;0.1;0;NA;NA;NA
PRT-00053;min;0.025;0;NA;NA;NA
PRT-00054;min;0.025;0;NA;NA;NA
PRT-00055;min;0.025;0;NA;NA;NA
PRT-00056;min;0.025;0;NA;NA;NA
PRT-00057;min;0.025;0;NA;NA;NA
PRT-00058;min;0.025;0;NA;NA;NA
PRT-00059;min;0.025;0;NA;NA;NA
PRT-00060;min;0.025;0;NA;NA;NA
PRT-00061;min;0.025;0;NA;NA;NA
PRT-00062;charge;0.2964;0;NA;NA;NA
PRT-00062;min;0.03;0;NA;NA;NA
PRT-00063;charge;0.2964;0;NA;NA;NA
PRT-00063;min;0.025;0;NA;NA;NA
PRT-00064;charge;0.2964;0;NA;NA;NA
PRT-00064;min;0.025;0;NA;NA;NA
PRT-00065;charge;0.2964;0;NA;NA;NA
PRT-00065;min;0.025;0;NA;NA;NA
PRT-00066;charge;0.2964;0;NA;NA;NA
PRT-00066;min;0.025;0;NA;NA;NA
PRT-00067;min;0.025;0;NA;NA;NA
PRT-00068;charge;0.3;0;NA;NA;NA
PRT-00068;min;0.1;0;NA;NA;NA
PRT-00069;min;0.02;0;NA;NA;NA
PRT-00070;min;0.02;0;NA;NA;NA
PRT-00071;min;0.02;0;NA;NA;NA
PRT-00072;charge;0.297;0;NA;NA;NA
PRT-00072;kWh;0.15;0;NA;NA;NA
PRT-00073;charge;0.2964;0;NA;NA;NA
PRT-00073;min;0.07;0;NA;NA;NA
PRT-00074;charge;0.297;0;NA;NA;NA
PRT-00074;min;0.09;0;NA;NA;NA
PRT-00075;charge;0.297;0;NA;NA;NA
PRT-00075;min;0.09;0;NA;NA;NA
PRT-00076;charge;0.297;0;NA;NA;NA
PRT-00076;min;0.09;0;NA;NA;NA
PRT-00077;charge;0.297;0;NA;NA;NA
PRT-00077;min;0.09;0;NA;NA;NA
PRT-00078;charge;0.297;0;NA;NA;NA
PRT-00078;min;0.09;0;NA;NA;NA
PRT-00079;charge;0.297;0;NA;NA;NA
PRT-00079;min;0.09;0;NA;NA;NA
PRT-00084;charge;0.297;0;NA;NA;NA
PRT-00084;min;0.09;0;NA;NA;NA
PRT-00086;min;0;0;NA;NA;NA
PRT-00087;charge;0.3;0;NA;NA;NA
PRT-00087;min;0.03;0;NA;NA;NA
PRT-00089;charge;0.297;0;NA;NA;NA
PRT-00089;min;0.09;0;NA;NA;NA
PRT-00090;charge;0.297;0;NA;NA;NA
PRT-00090;min;0.09;0;NA;NA;NA
PRT-00091;min;0.08;0;NA;NA;NA
PRT-00092;charge;0.2964;0;NA;NA;NA
PRT-00092;min;0.025;0;NA;NA;NA
PRT-00093;charge;0.2964;0;NA;NA;NA
PRT-00093;min;0.025;0;NA;NA;NA
PRT-00094;charge;0.297;0;NA;NA;NA
PRT-00094;min;0.03;0;NA;NA;NA
PRT-00095;charge;0.297;0;NA;NA;NA
PRT-00095;min;0.03;0;NA;NA;NA
PRT-00096;min;0.08;0;NA;NA;NA
PRT-00097;charge;0.297;0;NA;NA;NA
PRT-00097;min;0.12;0;NA;NA;NA
PRT-00098;charge;0.2964;0;NA;NA;NA
PRT-00098;min;0.105;0;NA;NA;NA
PRT-00099;charge;0.2964;0;NA;NA;NA
PRT-00099;min;0.105;0;NA;NA;NA
PRT-00101;charge;0.3;0;NA;NA;NA
PRT-00101;min;0.1;0;NA;NA;NA
PRT-00105;charge;0.3;0;NA;NA;NA
PRT-00105;min;0.02;0;NA;NA;NA
PRT-00106;charge;0.2964;0;NA;NA;NA
PRT-00106;min;0.105;0;NA;NA;NA
PRT-00107;charge;0.2964;0;NA;NA;NA
PRT-00107;min;0.035;0;NA;NA;NA
PRT-00108;charge;0.2964;0;NA;NA;NA
PRT-00108;min;0.035;0;NA;NA;NA
PRT-00109;charge;0.2964;0;NA;NA;NA
PRT-00109;min;0.035;0;NA;NA;NA
PRT-00110;charge;0.1657;0;NA;NA;NA
PRT-00110;min;0.03;0;NA;NA;NA
PRT-00111;charge;0.1657;0;NA;NA;NA
PRT-00111;min;0.03;0;NA;NA;NA
PRT-00112;charge;0.1657;0;NA;NA;NA
PRT-00112;min;0.03;0;NA;NA;NA
PRT-00113;charge;0.1657;0;NA;NA;NA
PRT-00113;min;0.03;0;NA;NA;NA
PRT-00116;charge;0.2964;0;NA;NA;NA
PRT-00116;min;0.035;0;NA;NA;NA
PRT-00117;charge;0.2964;0;NA;NA;NA
PRT-00117;min;0.02;0;NA;NA;NA
PRT-00118;charge;0.2964;0;NA;NA;NA
PRT-00118;min;0.02;0;NA;NA;NA
PRT-00119;charge;0.2964;0;NA;NA;NA
PRT-00119;min;0.0275;0;NA;NA;NA
PRT-00120;charge;0.2964;0;NA;NA;NA
PRT-00120;min;0.0275;0;NA;NA;NA
PRT-00121;charge;0.2964;0;NA;NA;NA
PRT-00121;min;0.015;0;NA;NA;NA
PRT-00122;charge;0.2964;0;NA;NA;NA
PRT-00122;min;0.015;0;NA;NA;NA
PRT-00123;charge;0.2964;0;NA;NA;NA
PRT-00123;min;0.035;0;NA;NA;NA
PRT-00124;charge;0.2964;0;NA;NA;NA
PRT-00124;min;0.035;0;NA;NA;NA
PRT-00129;min;0.025;0;NA;NA;NA
PRT-00130;min;0.025;0;NA;NA;NA
PRT-00131;min;0.025;0;NA;NA;NA
PRT-00132;charge;0.297;0;NA;NA;NA
PRT-00132;min;0.12;0;NA;NA;NA
PRT-00133;charge;0.297;0;NA;NA;NA
PRT-00133;min;0.12;0;NA;NA;NA
PRT-00135;charge;0.297;0;NA;NA;NA
PRT-00135;min;0.06;0;NA;NA;NA
PRT-00136;charge;0.5;0;NA;NA;NA
PRT-00136;kWh;0.35;0;NA;NA;NA
PRT-00136;min;0;0;30;NA;NA
PRT-00136;min;0.18;30;NA;NA;NA
PRT-00137;charge;0.5;0;NA;NA;NA
PRT-00137;kWh;0.35;0;NA;NA;NA
PRT-00137;min;0;0;30;NA;NA
PRT-00137;min;0.18;30;NA;NA;NA
PRT-00138;charge;0.5;0;NA;NA;NA
PRT-00138;kWh;0.35;0;NA;NA;NA
PRT-00138;min;0;0;30;NA;NA
PRT-00138;min;0.18;30;NA;NA;NA
PRT-00139;charge;0.2964;0;NA;NA;NA
PRT-00139;min;0.25;0;NA;NA;NA
PRT-00140;charge;0.297;0;NA;NA;NA
PRT-00140;min;0.12;0;NA;NA;NA
PRT-00141;charge;0.2964;0;NA;NA;NA
PRT-00141;min;0.025;0;NA;NA;NA
PRT-00142;charge;0.2964;0;NA;NA;NA
PRT-00142;min;0.025;0;NA;NA;NA
PRT-00143;charge;0.2964;0;NA;NA;NA
PRT-00143;min;0.025;0;NA;NA;NA
PRT-00144;charge;0.2964;0;NA;NA;NA
PRT-00144;min;0.025;0;NA;NA;NA
PRT-00145;charge;0.3;0;NA;NA;NA
PRT-00145;min;0.03;0;NA;NA;NA
PRT-90080;min;0.009;0;NA;NA;NA
PRT-90081;min;0.006;0;NA;NA;NA
PRT-90082;min;0.0046;0;NA;NA;NA
PRT-90085;min;0.0046;0;NA;NA;NA
PSR-00005;charge;0.2964;0;NA;NA;NA
PSR-00005;min;0.015;0;NA;NA;NA
PSR-00006;charge;0.2964;0;NA;NA;NA
PSR-00006;min;0.02;0;NA;NA;NA
PSR-90001;min;0.02;0;NA;NA;NA
PST-00002;charge;0.3;0;NA;NA;NA
PST-00002;min;0.04;0;NA;NA;NA
PST-00003;charge;0.3;0;NA;NA;NA
PST-00003;min;0.04;0;NA;NA;NA
PST-00004;charge;0.3;0;NA;NA;NA
PST-00004;min;0.04;0;NA;NA;NA
PTB-90001;min;0.031;0;NA;NA;NA
PTG-00008;charge;0.3;0;NA;NA;NA
PTG-00008;min;0.035;0;NA;NA;NA
PTG-00009;charge;0.3;0;NA;NA;NA
PTG-00009;min;0.09;0;NA;NA;NA
PTG-00012;min;0.2;0;NA;NA;NA
PTG-90001;min;0.006;0;NA;NA;NA
PTG-90002;min;0.007;0;NA;NA;NA
PTG-90003;min;0.0046;0;NA;NA;NA
PTG-90004;min;0.004;0;NA;NA;NA
PTL-00003;min;0.1;0;NA;NA;NA
PTL-00004;charge;0.3;0;NA;NA;NA
PTL-00004;min;0.035;0;NA;NA;NA
PTL-00005;min;0.08;0;NA;NA;NA
PTL-00006;min;0.05;0;NA;NA;NA
PTL-00007;charge;0.3;0;NA;NA;NA
PTL-00007;min;0.1;0;NA;NA;NA
PTL-00009;charge;0.297;0;NA;NA;NA
PTL-00009;min;0.06;0;NA;NA;NA
PTL-00011;charge;0.297;0;NA;NA;NA
PTL-00011;kWh;0.07;0;NA;NA;NA
PTL-00011;min;0.09;0;NA;NA;NA
PTM-00003;charge;0.166;0;NA;NA;NA
PTM-00003;min;0.0325;0;NA;NA;NA
PTM-00004;charge;0.297;0;NA;NA;NA
PTM-00004;kWh;0.06;0;NA;NA;NA
PTM-00004;min;0.01;0;NA;NA;NA
PTM-00005;charge;0.297;0;NA;NA;NA
PTM-00005;kWh;0.06;0;NA;NA;NA
PTM-00005;min;0.01;0;NA;NA;NA
PTM-00006;charge;0.297;0;NA;NA;NA
PTM-00006;kWh;0.06;0;NA;NA;NA
PTM-00006;min;0.01;0;NA;NA;NA
PTM-00007;charge;0.297;0;NA;NA;NA
PTM-00007;kWh;0.06;0;NA;NA;NA
PTM-00007;min;0.01;0;NA;NA;NA
PTM-00009;charge;0.2964;0;NA;NA;NA
PTM-00009;min;0.03;0;NA;NA;NA
PTM-00010;charge;0.297;0;NA;NA;NA
PTM-00010;kWh;0.06;0;NA;NA;NA
PTM-00010;min;0.01;0;NA;NA;NA
PTM-00011;charge;0.297;0;NA;NA;NA
PTM-00011;kWh;0.06;0;NA;NA;NA
PTM-00011;min;0.01;0;NA;NA;NA
PTM-00012;charge;0.297;0;NA;NA;NA
PTM-00012;kWh;0.06;0;NA;NA;NA
PTM-00012;min;0.01;0;NA;NA;NA
PTM-00013;charge;0.297;0;NA;NA;NA
PTM-00013;kWh;0.06;0;NA;NA;NA
PTM-00013;min;0.01;0;NA;NA;NA
PTM-00014;charge;0.297;0;NA;NA;NA
PTM-00014;kWh;0.06;0;NA;NA;NA
PTM-00014;min;0.01;0;NA;NA;NA
PTM-00015;charge;0.297;0;NA;NA;NA
PTM-00015;kWh;0.06;0;NA;NA;NA
PTM-00015;min;0.01;0;NA;NA;NA
PTM-00016;charge;0.297;0;NA;NA;NA
PTM-00016;kWh;0.06;0;NA;NA;NA
PTM-00016;min;0.01;0;NA;NA;NA
PTM-00017;charge;0.297;0;NA;NA;NA
PTM-00017;kWh;0.06;0;NA;NA;NA
PTM-00017;min;0.01;0;NA;NA;NA
PTM-00018;min;0.025;0;NA;NA;NA
PTM-00019;min;0.025;0;NA;NA;NA
PTM-00020;min;0.025;0;NA;NA;NA
PTM-00021;charge;0.2964;0;NA;NA;NA
PTM-00021;min;0.03;0;NA;NA;NA
PTM-00022;min;0.08;0;NA;NA;NA
PTM-00023;charge;0.2964;0;NA;NA;NA
PTM-00023;min;0.02;0;NA;NA;NA
PTM-90001;min;0.029;0;NA;NA;NA
PTM-90008;min;0.031;0;NA;NA;NA
PTS-00001;min;0;0;NA;NA;NA
PVC-00001;charge;0.2964;0;NA;NA;NA
PVC-00001;min;0.0735;0;NA;NA;NA
PVC-00003;charge;0.1657;0;NA;NA;NA
PVC-00003;min;0.03;0;NA;NA;NA
PVL-00002;charge;0.2964;0;NA;NA;NA
PVL-00002;min;0.02;0;NA;NA;NA
PVL-90001;min;0.02;0;NA;NA;NA
PVZ-00002;charge;0.3;0;NA;NA;NA
PVZ-00002;min;0.1;0;NA;NA;NA
PVZ-00003;charge;0.2964;0;NA;NA;NA
PVZ-00003;min;0.12;0;NA;NA;NA
PVZ-00004;charge;0.2964;0;NA;NA;NA
PVZ-00004;min;0.12;0;NA;NA;NA
PVZ-00005;charge;0.297;0;NA;NA;NA
PVZ-00005;min;0.03;0;NA;NA;NA
PVZ-00006;charge;0.297;0;NA;NA;NA
PVZ-00006;min;0.03;0;NA;NA;NA
PVZ-00007;charge;0.2964;0;NA;NA;NA
PVZ-00007;min;0.08;0;NA;NA;NA
PVZ-00008;charge;0.2964;0;NA;NA;NA
PVZ-00008;min;0.105;0;NA;NA;NA
PVZ-00009;charge;0.2964;0;NA;NA;NA
PVZ-00009;min;0.105;0;NA;NA;NA
PVZ-00010;charge;0.2964;0;NA;NA;NA
PVZ-00010;min;0.015;0;NA;NA;NA
PVZ-00012;charge;0.297;0;NA;NA;NA
PVZ-00012;min;0.06;0;NA;NA;NA
PVZ-00013;min;0.025;0;NA;NA;NA
PVZ-00014;min;0.025;0;NA;NA;NA
PVZ-00015;min;0.025;0;NA;NA;NA
PVZ-00016;charge;0.297;0;NA;NA;NA
PVZ-00016;kWh;0.07;0;NA;NA;NA
PVZ-00016;min;0.09;0;NA;NA;NA
PVZ-00017;min;0.02;0;NA;NA;NA
RAM-CML-00001;charge;0.3;0;NA;NA;NA
RAM-CML-00001;min;0.06;0;NA;NA;NA
RBR-00001;charge;0.3;0;NA;NA;NA
RBR-00001;min;0.06;0;NA;NA;NA
RBR-00002;min;0.03;0;NA;NA;NA
RDD-90001;min;0.02;0;NA;NA;NA
RGR-00001;charge;0.2964;0;NA;NA;NA
RGR-00001;min;0.075;0;NA;NA;NA
RGR-00003;charge;0.1657;0;NA;NA;NA
RGR-00003;min;0.03;0;NA;NA;NA
RGR-00004;charge;0.2964;0;NA;NA;NA
RGR-00004;min;0.03;0;NA;NA;NA
RGR-00005;charge;0.2964;0;NA;NA;NA
RGR-00005;min;0.03;0;NA;NA;NA
RGR-00006;charge;0.2964;0;NA;NA;NA
RGR-00006;min;0.03;0;NA;NA;NA
RMR-00003;charge;0.297;0;NA;NA;NA
RMR-00003;kWh;0.07;0;NA;NA;NA
RMR-00003;min;0.09;0;NA;NA;NA
RMR-90001;min;0.02;0;NA;NA;NA
RMZ-00003;charge;0.299;0;NA;NA;NA
